Datetime,temperature,wind_speed,wind_direction,humidity,pressure,solar_radiation
12/30/2018,-3.6,2,290,33,1.5,1.9
12/31/2018,-1.3,1.4,290,32.6,1.6,1.87
1/1/2019,-0.6,3.8,290,49.3,2.9,1.71
1/2/2019,-0.5,2.7,290,39.3,2.2,1.92
1/3/2019,0,2.3,290,30.1,1.7,1.95
1/4/2019,0.9,1.7,270,38,2.3,1.76
1/5/2019,2.4,2,270,38.3,2.7,1.75
1/6/2019,0.6,1.4,270,29.9,1.7,1.89
1/7/2019,1.2,2.2,290,38.3,2.5,1.83
1/8/2019,1.2,3.7,290,38,2.5,1.89
1/9/2019,-1.3,1.7,340,33.6,1.9,1.99
1/10/2019,1.7,3.1,290,41.5,2.8,1.92
1/11/2019,3,1.3,290,54.6,4,1.8
1/12/2019,3.1,0.8,290,88.1,6.7,0.39
1/13/2019,1.8,0.8,290,79.1,5.3,1.77
1/14/2019,2,0.9,290,63,4.1,1.81
1/15/2019,2.6,3.1,320,51.8,3.8,1.66
1/16/2019,-1.9,3.8,290,34.9,1.8,2
1/17/2019,1.5,3.3,290,47,3.2,1.88
1/18/2019,2.5,1.6,270,45.6,3.2,1.91
1/19/2019,4.5,0.9,270,46.1,3.7,1.91
1/20/2019,3.4,4.3,290,39.3,3.1,2.07
1/21/2019,1.9,3.5,270,38.5,2.7,2.08
1/22/2019,3.9,1.7,270,45.9,3.5,2.05
1/23/2019,4.2,2.2,290,41.1,3.2,1.82
1/24/2019,2.8,1.6,270,29.3,2,2.09
1/25/2019,1.1,2.7,290,35.9,2.3,1.86
1/26/2019,-0.3,3.4,290,25.1,1.5,2.19
1/27/2019,0.7,1.6,290,34.5,2.1,2.23
1/28/2019,3.1,2.9,290,35.8,2.6,1.97
1/29/2019,1.6,1,290,39.9,2.6,2.16
1/30/2019,5.2,1.9,270,34.1,2.6,2.06
1/31/2019,1.4,3.1,290,66.1,4.5,0.62
2/1/2019,0,3.6,290,44.8,2.7,2.27
2/2/2019,3,1.8,270,51,3.7,2.26
2/3/2019,5,1.4,290,85.5,7.5,0.74
2/4/2019,4.1,4.1,290,28.9,2.3,2.28
2/5/2019,3.3,0.7,290,41.3,2.8,2.05
2/6/2019,6.6,1,140,40,3.5,2.21
2/7/2019,3.9,3,290,41,3.5,1.8
2/8/2019,-0.1,2.1,290,26.6,1.6,2.31
2/9/2019,0.2,3.5,290,22.5,1.4,2.41
2/10/2019,1,1.6,290,29.3,2,1.37
2/11/2019,0.6,3.6,290,27.8,1.8,2.45
2/12/2019,1.5,1.5,270,37.4,2.5,2.3
2/13/2019,2.6,3.1,290,28.3,2.1,2.23
2/14/2019,2.1,2.2,110,52.1,3.8,2.1
2/15/2019,4.1,2.3,290,54.4,4.3,2.23
2/16/2019,1,3.7,290,45.9,3,2.47
2/17/2019,1.8,3.2,270,31.6,2,2.58
2/18/2019,4.9,1.4,270,27.3,2.3,2.05
2/19/2019,3.6,1.6,290,87,6.9,0.39
2/20/2019,3.8,3.2,290,57.4,4.5,2.16
2/21/2019,3.7,0.8,290,60.1,4.6,2.34
2/22/2019,6,1,140,54.3,4.6,2.33
2/23/2019,5.6,2.1,110,65,5.7,2.39
2/24/2019,6.9,1.4,290,56.1,5,2.59
2/25/2019,9.2,1.4,270,48.5,5.2,2.33
2/26/2019,8.1,1.6,110,51.8,5,2.56
2/27/2019,9.1,1.5,250,67.9,7.7,1.85
2/28/2019,9,1.4,270,60.9,6.5,2.44
3/1/2019,8.4,1.7,290,43.3,4.4,2.7
3/2/2019,8,1.7,90,57.9,5.9,2.09
3/3/2019,10,2.1,110,53,6.2,2.05
3/4/2019,10.9,1.5,140,49.8,6.1,2.64
3/5/2019,10.1,1.2,290,52.6,6,2.09
3/6/2019,11.2,1.4,290,49.8,6.5,2.39
3/7/2019,8.7,2.3,290,55.5,6.1,2.09
3/8/2019,8.5,1,290,52.5,5.1,2.83
3/9/2019,10.9,1.2,290,46,5.4,2.62
3/10/2019,8.5,1.5,140,76,8.3,0.39
3/11/2019,8.2,2,290,69.3,7.1,2.51
3/12/2019,8.4,4,270,55.8,5.9,2.8
3/13/2019,5.3,5,290,30,2.6,2.19
3/14/2019,6.8,1.6,290,30.1,2.8,2.94
3/15/2019,6.8,2.4,290,52,5.2,2.93
3/16/2019,7.6,2.5,290,48.4,4.9,2.84
3/17/2019,8.5,2.3,290,42.9,4.6,2.95
3/18/2019,9,1.4,270,49.6,5.3,2.42
3/19/2019,13.5,1.6,290,43.6,6.2,2.73
3/20/2019,12.6,1.5,160,61.4,8.4,1.24
3/21/2019,13.5,4.4,290,61.8,9.9,2.9
3/22/2019,7.2,3.5,290,40.4,3.9,3.13
3/23/2019,6,3.7,320,42.9,3.8,3.19
3/24/2019,6.6,2.4,270,39.4,3.5,3.2
3/25/2019,9.3,1.8,270,41.5,4.8,2.63
3/26/2019,11.7,2.2,320,44,5.3,3.06
3/27/2019,15,2.2,250,35.1,5.5,2.99
3/28/2019,12.1,3,140,61.6,8.5,2.59
3/29/2019,12.5,1.9,110,60.3,8.2,2.72
3/30/2019,9.2,3.7,270,60.4,6.9,2.6
3/31/2019,6.7,4.4,290,39.6,3.8,3.35
4/1/2019,7.1,3.6,320,34.6,3.4,3.09
4/2/2019,8.1,2.3,320,34.1,3.2,3.28
4/3/2019,9.8,2.3,290,26.3,3,3.3
4/4/2019,13.1,2.9,290,21.9,3.2,3.26
4/5/2019,15.2,3,290,26.5,4.7,2.81
4/6/2019,15.6,1.8,270,25.6,4.4,3.05
4/7/2019,13.1,2.1,110,57.1,8.4,2.02
4/8/2019,13.1,3.6,110,44,5.8,3.18
4/9/2019,9.1,4.2,90,59.3,6.5,2.68
4/10/2019,7.9,2,90,78.5,8.3,0.79
4/11/2019,10.5,1.1,140,64.1,7.8,2.29
4/12/2019,12.8,1.8,290,49.8,6.6,3.41
4/13/2019,13.3,1.7,270,45.3,6.2,3.13
4/14/2019,12.5,2.6,290,44.4,6.4,1.86
4/15/2019,14.2,2.1,290,28.3,4,3.26
4/16/2019,17,1.6,290,26.1,4.3,2.54
4/17/2019,18,3.5,270,33.8,6.6,3.1
4/18/2019,19,3.9,320,45.4,9.2,3.32
4/19/2019,12,3.5,90,59.3,8.3,3.48
4/20/2019,17.1,3,290,48.6,9.1,3.3
4/21/2019,19.4,1.6,140,52.6,11.6,3.32
4/22/2019,17.5,3,110,59.9,11.6,3.01
4/23/2019,16,4.4,160,73,12.9,1.59
4/24/2019,18.1,3.3,290,86.4,17.7,3.42
4/25/2019,14.1,4.3,110,67.8,10.7,3.49
4/26/2019,10.1,2.3,290,89.1,10.9,3.52
4/27/2019,12.6,1.5,140,56.5,7.7,2.89
4/28/2019,13.4,1.9,140,56,8.3,2.97
4/29/2019,10.8,2.5,110,88.8,11.5,3.18
4/30/2019,14.6,4.1,140,82.6,13.5,3.45
5/1/2019,17.9,3.9,290,54.3,10.1,2.01
5/2/2019,19,3.2,320,39.4,7.7,3.75
5/3/2019,19.3,1.8,140,40.5,7.7,3.51
5/4/2019,20.3,1.6,140,49,10.1,1.12
5/5/2019,21.6,4.1,290,41.5,9.4,3.61
5/6/2019,15.1,1.3,110,49.1,8.1,3.59
5/7/2019,15.6,2.4,290,42.6,6.4,2.51
5/8/2019,17.8,2.9,290,31.5,5.6,3.46
5/9/2019,20.1,3.9,290,24.9,5.6,3.55
5/10/2019,21.1,1.3,110,28.5,6.5,1.24
5/11/2019,21.6,3.1,140,36.5,8.2,1.92
5/12/2019,18.5,4.3,90,48.4,9.7,3.03
5/13/2019,19.6,2.2,140,55.4,11.7,3.39
5/14/2019,22.8,2.4,270,55.1,14.6,3.36
5/15/2019,22.7,1.7,140,56.3,14.4,0.89
5/16/2019,23.2,2.1,180,48.5,12.8,0.81
5/17/2019,22.5,3.6,110,45.1,11.5,0.92
5/18/2019,18.1,1.3,110,83.6,17.1,2.48
5/19/2019,19.6,1.5,110,82.4,18.5,3.56
5/20/2019,18.8,2.6,290,56.9,12.3,0.73
5/21/2019,18.6,2.7,270,35.6,6.9,2.47
5/22/2019,21.4,2.8,290,33.5,7.5,3.47
5/23/2019,23.2,1.5,290,39.5,10.1,3.41
5/24/2019,25.5,2.4,290,43.6,13.3,3.41
5/25/2019,25.9,3.1,270,38.4,11.6,2.99
5/26/2019,25.5,1.3,250,37.3,11.1,2.81
5/27/2019,21,2.5,290,75.9,18.8,2.19
5/28/2019,19.5,1.8,290,43,9.3,3.47
5/29/2019,22.5,2.8,290,35.5,8.4,3.59
5/30/2019,23.2,1.7,290,32.8,8.6,3.49
5/31/2019,19.9,2.2,290,58,12.8,3.37
6/1/2019,21.3,2.1,270,46.5,11.2,3.07
6/2/2019,23.2,1.4,290,46.1,12.1,3.22
6/3/2019,25.4,1.7,290,44.8,13.5,0.65
6/4/2019,27.1,2.7,270,46.4,15.4,3.4
6/5/2019,27.4,2.1,290,41.4,13.8,3.32
6/6/2019,24.3,1.3,110,60.3,17.5,2.86
6/7/2019,18.5,1.3,110,95.4,20.3,3.2
6/8/2019,21.1,1.8,140,71.1,16.8,3.38
6/9/2019,18.6,2.6,110,70.9,15,3.36
6/10/2019,19,2.6,90,63.9,13.7,3.2
6/11/2019,19.4,1.4,110,63.9,14.1,1.19
6/12/2019,21.1,2.4,90,60.5,14.7,2.33
6/13/2019,22.9,2.2,140,55.3,14.3,3.01
6/14/2019,20.2,2.9,110,68.6,16.1,2.55
6/15/2019,21.3,2.9,90,75,17.6,1.04
6/16/2019,20.8,3.5,110,71.4,16.8,1.55
6/17/2019,24,2.5,290,57.1,16.2,3.02
6/18/2019,24.1,1.3,290,60.1,17.6,2.18
6/19/2019,24.6,1.8,290,60.1,18.2,3.41
6/20/2019,26.8,2,270,54,18.2,3.55
6/21/2019,25.5,3.1,110,62.4,19.1,3.46
6/22/2019,21.5,3.4,110,62.4,15.7,3.41
6/23/2019,21.5,3.4,140,61.4,15.2,3
6/24/2019,23.1,1.8,90,62.4,17,2.97
6/25/2019,25,1.5,110,61.8,18.4,3.44
6/26/2019,19.7,1.3,140,91.5,20.9,2.69
6/27/2019,24.4,3.3,140,87.4,26.5,3.43
6/28/2019,23.6,3.2,110,86.5,24.8,2.61
6/29/2019,21.5,1.9,110,95.4,24.3,3.11
6/30/2019,25.7,2.3,290,74.8,24,2.6
7/1/2019,24.3,2.9,320,77.6,23.2,3.44
7/2/2019,25.2,3.8,290,61.3,18.5,3.28
7/3/2019,24.8,3.9,320,67.1,20.4,1.15
7/4/2019,26.4,2.9,110,59.9,19.4,3.59
7/5/2019,26.4,1.7,90,61.9,20.2,1.31
7/6/2019,24,1.2,110,69.5,20,1.15
7/7/2019,22.9,0.7,110,65.3,17.9,0.85
7/8/2019,22.3,2,110,68.8,18.3,3.2
7/9/2019,21.6,2,110,73.3,18.7,2.47
7/10/2019,21.4,1.4,110,86.9,22,2.4
7/11/2019,24.4,1.6,290,82.4,24.7,3.21
7/12/2019,25.3,1.2,320,64.6,20.4,3.19
7/13/2019,24.4,1.1,140,72.8,21.9,2.72
7/14/2019,24.6,1.1,110,73.9,22.3,3.16
7/15/2019,23.2,1.8,110,82.3,23.1,3.43
7/16/2019,24.6,2.6,110,78.8,23.9,3.27
7/17/2019,25,2.8,110,75,23.3,3.01
7/18/2019,24.1,2.1,140,85.8,25.5,2.63
7/19/2019,24.2,1.3,140,96.3,28.9,2.6
7/20/2019,24.6,2,110,98.3,30.3,2.99
7/21/2019,25.7,2.9,250,91.5,29.9,3.35
7/22/2019,28.5,3.2,320,76.1,28.6,2.84
7/23/2019,29.5,2.6,320,73.6,29.5,2.73
7/24/2019,28.1,3,290,74.5,27.9,2.83
7/25/2019,27.5,2.4,180,87.5,32,2.67
7/26/2019,29.1,2.6,180,74.5,29.6,3.57
7/27/2019,28.1,2.6,340,84.6,32,2.84
7/28/2019,29.3,2.3,200,72.9,29.3,3.64
7/29/2019,29.4,1.5,250,69.9,27.9,3.56
7/30/2019,30.4,1.3,250,67.1,28.3,3.11
7/31/2019,31,1.5,270,64.5,28.4,3.18
8/1/2019,31.1,1.4,290,65.3,28.8,2.9
8/2/2019,31.6,1.3,140,64.6,29.2,2.41
8/3/2019,29.5,1.3,290,68.6,27.7,3.22
8/4/2019,30.3,1.1,140,67.1,28,3.14
8/5/2019,29.9,1.4,140,64.1,26.1,3.31
8/6/2019,26.3,1.8,110,82.1,27.7,3.38
8/7/2019,28.4,1.6,270,80.3,30.4,3.44
8/8/2019,28.7,1.8,270,76,29.2,1.15
8/9/2019,29.8,2.5,290,72.5,29.4,2.51
8/10/2019,28.8,2.4,90,73.9,28.7,2.73
8/11/2019,29.7,1.4,110,66,27.1,3.01
8/12/2019,30,2.4,160,68.8,28.6,2.9
8/13/2019,29.4,2.3,110,72.3,28.8,2.4
8/14/2019,29.1,1.4,110,72,28.7,1.86
8/15/2019,27.3,1.7,290,87.6,31.6,2.12
8/16/2019,28.7,2.2,290,68.5,26.7,2.49
8/17/2019,28.9,1.5,270,62.5,23.4,1.36
8/18/2019,28.5,1.8,340,60.5,22.6,1.62
8/19/2019,26.9,1.3,90,72.9,25.6,1.62
8/20/2019,26.9,1.8,110,68,23.7,2.64
8/21/2019,26,2.3,110,84.9,28.5,0.71
8/22/2019,26.2,1.4,290,87.5,29.4,2.35
8/23/2019,26.4,1.6,290,62.8,21.3,0.76
8/24/2019,23.4,1.6,290,74.9,21.2,0.8
8/25/2019,24.8,1.1,270,71.6,21.5,0.98
8/26/2019,25.4,1.2,110,71.8,22.3,3.16
8/27/2019,22.5,1.2,290,95.1,25.8,1.6
8/28/2019,23.6,1.4,340,94.4,27.4,3.04
8/29/2019,23.3,1.3,340,94.1,26.9,1.99
8/30/2019,24.5,1.2,270,72.9,21.5,2.61
8/31/2019,23.9,1.9,290,72.3,20.7,2.87
9/1/2019,21.9,2.4,110,89.9,23.3,1.79
9/2/2019,20.8,2.5,140,97.1,23.8,1.99
9/3/2019,21.6,1.4,110,95.9,24.7,2.32
9/4/2019,24.1,2,110,91.4,27.4,3.05
9/5/2019,25.5,1.7,110,87.5,28,1.45
9/6/2019,26.7,2.3,90,81.3,28,2.65
9/7/2019,27.1,1.2,140,74.3,26.4,1.5
9/8/2019,26,1.7,340,76.5,25.1,3.1
9/9/2019,26.8,0.9,140,79.3,27.5,2.92
9/10/2019,27.4,0.9,140,70.8,25.2,1.22
9/11/2019,25.3,1,110,74.6,23.7,3.07
9/12/2019,20.2,2,110,87.8,20.6,2.9
9/13/2019,21.5,3.4,110,75.5,18.9,1.91
9/14/2019,23,3.5,340,73.3,20,1.22
9/15/2019,23.9,3.9,90,74.5,22,3.19
9/16/2019,21.9,2.9,110,66.8,17.1,2.42
9/17/2019,21,2.5,90,65.4,15.6,1.12
9/18/2019,22.5,1.6,90,61.6,15.3,3.18
9/19/2019,20.9,2.1,110,61.6,14.8,2.84
9/20/2019,19.8,2.6,110,69.6,15.8,1.89
9/21/2019,18.5,1.5,110,91.5,19.3,1.03
9/22/2019,18.1,2.2,90,91.3,18.9,2.83
9/23/2019,19.1,2.2,320,74.5,16.3,3
9/24/2019,19.1,1.9,320,71.1,14.8,2.57
9/25/2019,19,1.7,140,73.3,15.4,1.48
9/26/2019,21.6,2,90,76.6,19.3,2.5
9/27/2019,22.2,1.8,110,80.8,21.4,1.83
9/28/2019,23.2,2,140,88.1,24.9,2.27
9/29/2019,24.9,1.2,320,75.3,23,1.57
9/30/2019,23.6,2,110,79.3,22.6,2.93
10/1/2019,22.8,1.1,140,91.3,25.3,2.65
10/2/2019,21.8,1.3,110,98.3,25.6,2.7
10/3/2019,23.2,1.3,290,80.1,22.4,2.68
10/4/2019,22.1,1.3,140,80.5,20.7,2.36
10/5/2019,21.4,1.7,110,73.9,18.7,2.73
10/6/2019,17.5,2.5,90,62.1,12.2,2.66
10/7/2019,15.4,1.3,290,92.9,16.2,2.29
10/8/2019,18,2.7,290,59.3,12.1,1.65
10/9/2019,14.8,1.8,290,53.5,8.3,2.6
10/10/2019,16.4,1.4,270,64.5,11.2,2.67
10/11/2019,18.9,2,110,64.1,13.6,0.38
10/12/2019,19.2,1.9,70,53.8,11.5,0.59
10/13/2019,16,1.5,110,63.6,11.2,1.39
10/14/2019,16.6,1.2,320,66.4,12,2.52
10/15/2019,14.1,1.3,110,75.5,12,1.92
10/16/2019,13.5,3.3,290,76.8,11.4,0.67
10/17/2019,14,2.7,90,79.5,12.4,2.75
10/18/2019,14.7,1,110,93.4,15.6,2.66
10/19/2019,17.2,2,270,79.6,15.1,2.37
10/20/2019,15.6,1,140,81.9,14,2.55
10/21/2019,15.5,1.2,110,79.6,13.5,2.19
10/22/2019,16,1.9,140,77.1,13.6,2.56
10/23/2019,16.4,1,90,76.8,14.1,2.46
10/24/2019,17.9,0.9,90,71.4,14.5,2.38
10/25/2019,19.2,1.1,290,60.1,13.1,2.37
10/26/2019,15.5,1,290,53,9.2,2.39
10/27/2019,12.3,1.3,290,51.1,7,2.18
10/28/2019,11.6,1.8,320,66.3,8.6,2.4
10/29/2019,14.3,1.7,320,60.8,9.4,2.25
10/30/2019,13.5,0.7,270,53.6,7.9,1.22
10/31/2019,14.1,0.9,270,67.1,10.3,2.3
11/1/2019,15.3,1.5,110,69.6,11.4,2.17
11/2/2019,14.2,1.7,290,78.3,12.3,2.25
11/3/2019,14.6,1.4,140,79.5,12.7,2.24
11/4/2019,13.4,1.1,90,69.5,10.5,2.23
11/5/2019,12.4,1.4,290,70.8,9.6,2.03
11/6/2019,12.5,1.7,290,66.9,9.1,2.14
11/7/2019,13,1.9,290,57.4,8.3,2.19
11/8/2019,10.2,2.9,270,52.3,5.8,0.43
11/9/2019,9.4,2.7,320,55.6,6,1.38
11/10/2019,9.4,3.1,270,70.9,8.2,1.25
11/11/2019,12.4,3.5,290,75.1,10.4,2.33
11/12/2019,10.9,3.8,290,73.4,9.1,1.88
11/13/2019,9.7,1.1,290,71.8,8.3,2.15
11/14/2019,4.6,0.9,290,38.5,3.2,2
11/15/2019,7,1,290,60.6,6,2.07
11/16/2019,11.8,1.3,270,76,10.2,2.02
11/17/2019,10.5,1.4,140,90.8,11.5,2.03
11/18/2019,11,0.9,290,60.3,8.6,1.93
11/19/2019,5.1,1.2,290,53.3,4.6,1.96
11/20/2019,4.3,0.9,290,45.9,3.6,1.77
11/21/2019,6,0.9,110,51.4,4.5,1.45
11/22/2019,9.8,4.6,110,72.4,8.6,1.49
11/23/2019,10.9,4.4,140,80,10.1,1.87
11/24/2019,13.9,3.1,290,74.5,11.6,1.92
11/25/2019,8.7,2,290,64.1,7.2,1.78
11/26/2019,9.8,3.1,90,65.9,7.8,2.04
11/27/2019,7.3,1.5,290,58.9,5.9,1.99
11/28/2019,5.6,1,110,72.9,6.6,1.97
11/29/2019,5.1,0.9,270,56.4,4.5,1.95
11/30/2019,6,2.3,290,61.8,5.9,0.26
12/1/2019,6.9,6.3,270,81.6,8,2.11
12/2/2019,4.9,2.3,290,54.5,4.8,1.99
12/3/2019,4,2.9,290,56.4,4.6,1.85
12/4/2019,4.8,3.1,290,58.5,4.8,1.91
12/5/2019,2,0.8,290,41,2.9,1.87
12/6/2019,-1.4,0.7,290,31,1.6,1.32
12/7/2019,2.4,1.2,290,47.9,3.6,1.83
12/8/2019,2.6,0.9,290,58.1,4.1,1.87
12/9/2019,2.5,0.9,270,65,4.6,1.56
12/10/2019,4.9,1.1,140,72,6.1,1.33
12/11/2019,7.2,1.5,290,64.5,6.4,1.63
12/12/2019,3.2,4.1,290,37.5,2.8,1.47
12/13/2019,2.3,3.5,320,42.6,2.9,2.02
12/14/2019,4.5,2,270,48,3.9,1.83
12/15/2019,5,1,90,62.3,5.4,1.74
12/16/2019,6.3,0.9,270,72.5,6.7,0.78
12/17/2019,9.1,6.3,320,75.3,8.7,1.87
12/18/2019,7.4,2.6,290,51,5.3,1.99
12/19/2019,4.1,3,290,34.5,2.8,1.89
12/20/2019,2.4,1.5,320,48.3,3.5,1.7
12/21/2019,0.9,1,290,57.9,3.7,1.71
12/22/2019,1.3,1.1,110,69.4,4.6,1.84
12/23/2019,3.6,1,290,67.8,5.2,1.76
12/24/2019,3.3,2,270,67.1,5.1,1.62
12/25/2019,4.6,5.1,290,62.4,4.9,2.03
12/26/2019,4.2,4.6,290,68.1,5.6,2.02
12/27/2019,1.9,3.7,290,44.3,3,1.96
12/28/2019,1.2,1.2,290,50.5,3.3,1.77
12/29/2019,0.6,2,110,71.6,4.6,1.78
12/30/2019,5.2,4.9,290,78.8,6.9,1.87
